variant,thread_config,pct_infected_total_mean,pct_infected_total_std,pct_vaccinated_total_mean,pct_vaccinated_total_std,pct_infected_susc_mean,pct_infected_susc_std,pct_vaccinated_susc_mean,pct_vaccinated_susc_std,vax_effectiveness_total_mean,vax_effectiveness_total_std,vax_effectiveness_susc_mean,vax_effectiveness_susc_std,max_cycles_mean,max_cycles_std,avg_cycles_mean,avg_cycles_std,total_messages_mean,total_messages_std,pct_msg_vaccinated_mean,pct_msg_vaccinated_std,pct_msg_infected_mean,pct_msg_infected_std,trans_neutral_to_infected_mean,trans_neutral_to_infected_std,trans_neutral_to_vaccinated_mean,trans_neutral_to_vaccinated_std,trans_infected_to_vaccinated_mean,trans_infected_to_vaccinated_std,trans_vaccinated_to_infected_mean,trans_vaccinated_to_infected_std,messages_per_cycle_mean,messages_per_cycle_std
600,524922729485848576,11.111111111111109,0.5853140973807074,5.777777777777779,0.9765775461803857,61.7283950617284,3.251744985448372,32.098765432098766,5.425430812113255,34.12788192199957,4.992230415890648,34.12788192199957,4.992230415890648,8002.666666666667,8081.91860472087,276.00308641975306,172.88636189730778,469.3333333333333,18.009256878986797,26.921982844872634,5.6579732017737525,73.07801715512737,5.65797320177375,47.79990039033091,6.192309766705808,12.67822602128867,2.9129032959052927,23.851882738570946,1.2605480228818882,15.669990849809468,4.051440709557803,0.10481061033626264,0.06938388759706239
600_llm,524922729485848576,2.111111111111111,0.6735753140545635,15.888888888888888,0.6735753140545637,11.728395061728397,3.7420850780809074,88.2716049382716,3.742085078080913,88.2716049382716,3.742085078080913,88.2716049382716,3.742085078080913,46.666666666666664,6.658328118479393,3.719135802469136,0.423537317326124,5288.666666666667,156.1292199856687,74.90220609968755,5.333075574229907,25.09779390031244,5.333075574229902,38.72954979093086,2.543625117228822,29.59845402300645,2.8997170454023347,31.46495684858856,1.4277337041168978,0.20703933747412007,0.358602651670575,114.91972297500753,17.335824921951584
600,524922729485848576_25pct_cautious,11.0,0.6009252125773311,5.111111111111112,0.41943524640393043,61.11111111111111,3.338473403207394,28.395061728395063,2.3301958133551697,31.74120712114633,2.767000187221784,31.74120712114633,2.767000187221784,6868.333333333333,3615.1827524114647,419.0030864197531,223.08616865040835,434.6666666666667,7.371114795831994,28.6069574115097,1.5067210071373687,71.39304258849029,1.5067210071373667,46.58064573449189,2.7734025774299527,15.053005668390284,1.3257912637421851,21.51321143628836,2.512016779648515,16.85313716082947,1.2949487369140822,0.08558133961774779,0.06355712292766212
600_llm,524922729485848576_25pct_cautious,2.1666666666666665,0.7637626158259734,15.833333333333334,0.7637626158259743,12.037037037037036,4.243125643477629,87.96296296296298,4.243125643477634,87.96296296296298,4.243125643477634,87.96296296296298,4.243125643477634,37.0,16.822603841260722,3.5895061728395063,0.650348997089675,5802.0,478.69301227404605,79.48996814744898,6.363887044964193,20.51003185255102,6.363887044964195,36.80969175403389,4.773728230824451,33.8020663516395,7.322699342321461,29.175927669273523,2.2794600400191514,0.21231422505307854,0.3677390249615451,190.79057708871662,112.1627082601651
600,524922729485848576_25pct_credulous,10.833333333333334,0.8819171036881974,5.666666666666667,1.2583057392117918,60.18518518518518,4.89953946493443,31.48148148148148,6.990587440065509,34.23816261899949,6.816914063575774,34.23816261899949,6.816914063575774,9005.333333333334,5309.190647672518,361.31790123456796,209.54698678798752,433.3333333333333,25.794056162870806,26.866075337974696,5.378230485022493,73.13392466202531,5.378230485022491,51.48848125733213,3.6656771643822004,10.244563115663144,1.6204003347372056,24.63162926824882,2.537220432068971,13.635326358755899,0.7468584421808193,0.0726608766821795,0.06399562175311696
600_llm,524922729485848576_25pct_credulous,1.9444444444444446,0.8388704928078612,15.888888888888888,1.1097213530798988,10.802469135802468,4.660391626710339,88.2716049382716,6.16511862822166,89.04761904761904,4.899753725823792,89.04761904761904,4.899753725823792,78.33333333333333,53.7804177497101,4.601851851851852,1.5997631426191983,5293.666666666667,241.98415926116596,73.3968725989668,1.6302385621964433,26.603127401033206,1.6302385621964433,40.956740441856226,1.9880258022081658,24.782597290484745,1.0468890268969484,34.26066226765903,1.5361080702991914,0.0,0.0,102.92222222222222,84.26178856602606
600,524922729485848576_50pct_cautious,8.222222222222223,0.5091750772173153,7.333333333333333,0.7264831572567787,45.67901234567901,2.828750428985084,40.74074074074074,4.0360175403154415,47.10491449573197,3.8791383306056613,47.10491449573197,3.8791383306056613,6635.666666666667,5405.501025190296,522.2407407407408,294.271189855569,434.6666666666667,18.502252115170556,38.424437710881286,1.9778950744349375,61.575562289118714,1.9778950744349375,41.29896097155467,1.4551004204655833,16.767872351701637,1.8691219390400617,26.410068267495518,1.7363798161118313,15.523098409248172,1.694146888030258,0.09442910272819093,0.055679082522206685
600_llm,524922729485848576_50pct_cautious,0.6111111111111112,0.2545875386086578,17.38888888888889,0.25458753860865807,3.3950617283950617,1.4143752144925432,96.60493827160495,1.4143752144925479,96.60493827160495,1.4143752144925479,96.60493827160495,1.4143752144925479,32.666666666666664,24.193663082165404,2.9753086419753085,0.3805694479456382,6174.0,316.04271863151666,90.86840050205092,3.2215369491128705,9.131599497949088,3.221536949112864,27.750192190745015,4.267995111264031,46.31591745374403,7.615425181769658,25.933890355510954,3.3568358528540814,0.0,0.0,270.10515873015873,181.59586988913009
600,524922729485848576_50pct_credulous,12.944444444444445,1.7821127702606046,4.166666666666667,1.8559214542766742,71.91358024691358,9.900626501447801,23.14814814814815,10.310674745981522,24.319436512469064,10.747209741657874,24.319436512469064,10.747209741657874,2657.3333333333335,2273.7274096367255,139.1327160493827,57.785444598559,453.0,38.157568056677825,19.109873779229403,4.409658422587031,80.8901262207706,4.4096584225870314,58.393006325337154,3.750085255064478,7.123463420455901,1.9466118648835256,21.6031149301826,5.672884040861463,12.880415324024346,3.0963782381980267,0.33300532564434726,0.3343625965509466
600_llm,524922729485848576_50pct_credulous,3.7222222222222228,0.838870492807861,14.055555555555555,0.5853140973807074,20.679012345679013,4.660391626710339,78.08641975308642,3.251744985448376,79.10473223557335,4.4353106818826005,79.10473223557335,4.4353106818826005,198.0,220.1158785730825,6.648148148148149,4.406386047233777,5794.333333333333,413.0790884725748,58.41674527532493,3.736194735540888,41.58325472467507,3.736194735540888,48.54582429833266,2.7788669193980295,15.910025534700376,3.416443755515109,35.544150166966965,1.6681832022753595,0.0,0.0,60.93669226524609,44.545441176911716
600,524922729485848576_75pct_cautious,7.666666666666667,0.881917103688197,7.888888888888888,0.25458753860865735,42.59259259259259,4.899539464934427,43.827160493827165,1.4143752144925439,50.819001932833025,2.311766822619862,50.819001932833025,2.311766822619862,6871.333333333333,2980.214142194036,419.179012345679,162.17794649181994,382.6666666666667,27.061657993059725,48.90686671742397,1.2906665162626996,51.09313328257603,1.2906665162626996,37.43005554915849,1.835361838482566,29.125979410460943,1.9769264806773912,19.24329417572981,1.6634998880205059,14.20067086465076,0.5155128431996124,0.06410355426310453,0.029265680094824036
600_llm,524922729485848576_75pct_cautious,0.611111111111111,0.0962250448649376,17.388888888888886,0.09622504486493831,3.3950617283950617,0.5345835825829869,96.60493827160495,0.5345835825829939,96.60493827160495,0.5345835825829939,96.60493827160495,0.5345835825829939,27.0,16.3707055437449,3.030864197530864,0.3999028231295189,6206.666666666667,504.069770303014,90.09478040923739,1.8841057800597736,9.90521959076262,1.8841057800597698,21.849558710023825,3.389812885791912,58.295412597738185,6.73017557774543,19.855028692237994,3.3536771129330862,0.0,0.0,287.9916264090177,155.5447128586304
600,524922729485848576_75pct_credulous,15.222222222222221,2.016138590180451,2.5555555555555554,1.9883922409081423,84.5679012345679,11.200769945446952,14.197530864197532,11.046623560600791,14.386057720566626,11.175994468291556,14.386057720566626,11.175994468291556,3766.3333333333335,3729.539560499839,139.21604938271602,113.65033821771254,523.0,77.92945527847606,14.254913480976498,3.5877042241148245,85.74508651902352,3.5877042241148276,56.49069138953532,0.7430185940578813,5.748088721197543,2.015146285714213,20.571311071436728,3.2541331869037604,17.189908817830403,3.849237539978997,0.3264270678234386,0.3528831179943694
600_llm,524922729485848576_75pct_credulous,8.88888888888889,1.0046189622236186,9.055555555555555,1.018350154434631,49.382716049382715,5.581216456797876,50.30864197530864,5.65750085797017,50.4615207107419,5.613485026481727,50.4615207107419,5.613485026481727,15.333333333333334,8.736894948054104,2.524691358024691,0.47901194794434293,5823.333333333333,220.20520732565188,30.41043625292782,2.01616556811504,69.58956374707218,2.0161655681150403,64.18249144406418,2.0452660167841326,5.446093900469651,0.5357103001796105,30.147701008933733,2.8201098462883705,0.2237136465324385,0.38748340214068844,475.8565384615384,267.2540677775346
600,524949443607412737,17.38888888888889,3.097191081059189,9.61111111111111,2.3353166174426336,44.20903954802261,7.874214612862347,24.43502824858757,5.937245637566018,35.770072404838515,9.756134488218597,35.770072404838515,9.756134488218597,4140.333333333333,2223.4244609010966,594.7316384180791,347.5092024643724,589.6666666666666,100.0466557828563,32.56699361500399,6.1295229894781755,67.43300638499602,6.129522989478173,48.464328129483626,8.007639999428905,15.957693612286036,4.423111086943077,21.34730725934045,2.9354203064049087,14.23067099888989,3.5372211126799105,0.21309959530639677,0.19750226900093323
600_llm,524949443607412737,6.388888888888889,2.987628813277501,32.55555555555556,3.224615969095879,16.242937853107346,7.595666474434323,82.7683615819209,8.19817619261664,83.56428236380101,7.798034838954256,83.56428236380101,7.798034838954256,226.33333333333334,306.72843580818085,18.365819209039547,17.189592411786492,4668.666666666667,1590.005136260048,69.00365611206637,9.9654539018551,30.996343887933634,9.965453901855097,40.75231063148655,6.632047027499836,29.901239382886924,10.429810368009484,29.346449985626524,5.206807391550623,0.0,0.0,87.56847788227098,98.25069159262738
600,524949443607412737_25pct_cautious,14.944444444444443,3.8741785270246973,8.722222222222221,1.917270436304155,37.994350282485875,9.849606424639063,22.175141242937855,4.87441636348514,37.42373919061423,10.571959351283988,37.42373919061423,10.571959351283988,15038.0,16700.17044823196,607.5494350282486,176.38534471239808,493.3333333333333,89.84616482261963,34.83263666065448,6.983049197468951,65.16736333934553,6.9830491974689535,47.233331821458876,12.950902890524747,20.63241197366592,1.8950992046665305,18.167899574725052,6.5404504940788515,13.966356630150152,5.116678200896072,0.07340466135161466,0.057036736358269495
600_llm,524949443607412737_25pct_cautious,4.944444444444444,1.0046189622236181,34.166666666666664,0.7264831572567767,12.570621468926554,2.5541160056532664,86.86440677966102,1.846991077771479,87.37093317747906,2.4723979215899394,87.37093317747906,2.4723979215899394,163.33333333333334,204.2090432212377,14.762711864406782,10.812868582157428,5052.666666666667,1694.3619251309128,75.90221767409592,5.912067116419148,24.097782325904067,5.912067116419153,34.46223333941296,10.45766769746664,40.08787015248287,20.55811056000218,25.449896508104175,10.133873077383363,0.0,0.0,108.59144986783178,133.94431491784937
600,524949443607412737_25pct_credulous,16.444444444444443,2.7755546659548433,8.611111111111112,1.0584754935143144,41.80790960451978,7.056494913444518,21.89265536723164,2.691039390290629,34.67499684462956,6.776071087918065,34.67499684462956,6.776071087918065,5805.666666666667,2163.5781320149576,521.8135593220339,48.873617567261064,631.6666666666666,69.39980787677537,32.34141342214603,6.049310799291212,67.65858657785397,6.04931079929121,43.095960339732805,5.13691565123607,14.470012795262496,2.7324606056425225,24.000923516077574,1.652906210328321,18.43310334892713,2.1492895921274875,0.1229000233325274,0.06019568053060702
600_llm,524949443607412737_25pct_credulous,8.777777777777779,3.3678765702728173,29.611111111111114,3.5013225014641605,22.31638418079096,8.562398060015637,75.28248587570621,8.901667376603797,77.1156844964311,8.887027854340234,77.1156844964311,8.887027854340234,52.666666666666664,11.590225767142474,28.230094466936574,7.167358550498923,4245.333333333333,310.10374608078075,60.732657977432915,9.637559414835527,39.267342022567085,9.63755941483553,44.09776162421471,6.960758284782438,28.03688676248987,7.665565615260716,27.865351613295417,1.115921317874448,0.0,0.0,82.72864325217266,15.839926249112114
600,524949443607412737_50pct_cautious,12.611111111111109,1.417483424685897,8.5,1.5898986690282428,32.06214689265537,3.6037714186929604,21.610169491525426,4.042115260241295,40.09639826149961,2.669078134884248,40.09639826149961,2.669078134884248,3229.3333333333335,876.5143086871618,536.0522598870057,112.01965795908897,447.6666666666667,248.77566869236497,40.04312694205968,3.510719511725325,59.95687305794032,3.510719511725325,46.71898471898472,14.523348871911258,24.076405076405077,4.051456726152925,16.788396788396785,7.194915314995793,12.416213416213417,10.023574451055476,0.1318483158103424,0.05901838990799322
600_llm,524949443607412737_50pct_cautious,2.111111111111111,1.0183501544346312,36.666666666666664,1.45296631451356,5.367231638418079,2.5890258163592317,93.22033898305085,3.6939821555429417,94.54165618304779,2.641837875783996,94.54165618304779,2.641837875783996,50.666666666666664,11.676186592091328,10.080508474576272,2.4343469264559032,4259.333333333333,919.0409856656738,86.33355879235357,6.817847983316981,13.66644120764645,6.8178479833169785,22.067576715059506,8.453252542688512,59.89618974202235,15.227642325974832,18.03623354291814,6.803833685505359,0.0,0.0,84.32524514192998,5.266031542781574
600,524949443607412737_50pct_credulous,17.833333333333332,4.044887033170532,9.944444444444445,2.5073964658659462,45.33898305084745,10.283611101281013,25.282485875706215,6.374736777625289,36.21859884537369,11.382359289236467,36.21859884537369,11.382359289236467,2796.0,764.3114548402373,385.69915254237293,100.84724852207349,717.6666666666666,44.55707949735186,30.048361777887695,6.675754317886873,69.9516382221123,6.67575431788687,44.64589440162124,5.503467443371646,9.858864401259364,2.5213311410478916,27.62783628270546,3.423549177265456,17.867404914413925,1.7292178652288237,0.2656244233314658,0.049187684110926784
